Produto	Descrição	Família	Origem
1502540P	PANTANITOS BISCOITO RECHEADO PANTANITOS LEITE C/ CHOCOLATE	62502	625
1602011P	LEVIT BISCOITO MARIA CACAU INTEGRAL 345 G	62502	625
1602012P	LEVIT BISCOITO MAIZENA INTEGRAL 345 G	62502	625
1602524P	LEVIT BISCOITO MARIA CACAU 400G	62502	625
2102128P	INATIVO YPIRANGA BISCOITO RECHEADO CHOCOLATE 120 G	62502	625
2102154P	INATIVO YPIRANGA BISCOITO RECHEADO MORANGO 120 G	62502	625
2202128P	INATIVO VITAL BISCOITO RECHEADO CHOCOLATE 120 G	62502	625
2202154P	INATIVO VITAL BISCOITO RECHEADO MORANGO 120 G	62502	625
1043459P	GERMANI MISTURA PARA CUCA ITALIANA 400 GR PCT REVENDA	63001	630
1443446P	DALLAS MISTURA PARA BOLO SABOR CHOCOLATE 400 G PCT REVENDA	63001	630
1443447P	DALLAS MISTURA PARA BOLO SABOR COCO 400 G PCT REVENDA	63001	630
1443448P	DALLAS MISTURA PARA BOLO SABOR LARANJA 400 G PCT REVENDA	63001	630
1443449P	DALLAS MISTURA PARA BOLO SABOR BAUNILHA 400 G PCT REVENDA	63001	630
1443450P	DALLAS MISTURA PARA BOLO SABOR CENOURA 400 G PCT REVENDA	63001	630
1443451P	DALLAS MISTURA PARA BOLO SABOR LIMAO 400 G PCT REVENDA	63001	630
1443452P	DALLAS MISTURA PARA BOLO SABOR FUBA 400 G PCT REVENDA	63001	630
1445457	DALLAS FARINHA DE TRIGO TIPO 1 10 X 1 KG	63003	630
1445457P	DALLAS FARINHA DE TRIGO TIPO 1 1 KG PCT	63002	630
1445458	DALLAS FARINHA DE TRIGO PREMIUM 5 X 5 KG	63003	630
1445458P	DALLAS FARINHA DE TRIGO PREMIUM 5 KG PCT	63002	630
3556460U	CASA GERMANI PANETONE GOTAS CHOCOLATE 450 G UN	63101	631
3556461U	CASA GERMANI PANETONE FRUTAS CRISTALIZADAS 500 G UN	63101	631
1001054P	INATIVO GERMANI BISCOITO CHAMPAGNE 150 G	65001	650
1103159P	INATIVO COROA BISCOITO PALITINHO SAL 75 G	65003	650
1341088P	INATIVO CORSETTI AMIDO DE MILHO 500 G	67502	675
1341089P	INATIVO CORSETTI AMIDO DE MILHO 200 G	67502	675
1342101P	INATIVO CORSETTI POLVILHO AZEDO 400 G	67503	675
1342102P	INATIVO CORSETTI POLVILHO DOCE 400 G	67503	675
1443186P	INATIVO DALLAS MISTURA PARA BOLO SABOR CHOCOLATE 400 G	67506	675
1443187P	INATIVO DALLAS MISTURA PARA BOLO SABOR COCO 400 G	67506	675
1443188P	INATIVO DALLAS MISTURA PARA BOLO SABOR LARANJA 400 G	67506	675
1443189P	INATIVO DALLAS MISTURA PARA BOLO SABOR BAUNILHA 400 G	67506	675
1443190P	INATIVO DALLAS MISTURA PARA BOLO SABOR CENOURA 400 G	67506	675
1443191P	INATIVO DALLAS MISTURA PARA BOLO SABOR LIMAO 400 G	67506	675
1443192P	INATIVO DALLAS MISTURA PARA BOLO SABOR FUBA 400 G	67506	675
1643183P	INATIVO LEVIT MINI BOLO CASTANHA DO PARA 40 G	67506	675
1643184P	INATIVO LEVIT MINI BOLO 7 GRAOS 40 G	67506	675
1643185P	INATIVO LEVIT MINI BOLO CHOCOLATE COM RECHEIO DE BAUNILHA 40 G	67506	675
1841081P	INATIVO PERDIZ FARINHA  DE MILHO ESPECIAL PARA POLENTA 500 G	67502	675
1841083P	INATIVO PERDIZ FARINHA DE MILHO MEDIA 1 KG	67502	675
1841084P	INATIVO PERDIZ FARINHA DE MILHO GROSSA 1 KG	67502	675
1841085P	INATIVO PERDIZ FARINHA DE MILHO PRE COZIDA 1 KG	67502	675
1841087P	INATIVO PERDIZ FARINHA DE MILHO MEDIA 500 G	67502	675
2040103P	INATIVO CEREALVITA CEREAIS E FRUTAS LIGHT 230 G	67504	675
2040104P	INATIVO CEREALVITA CEREAIS E FRUTAS CASTANHA 230 G	67504	675
2040105P	INATIVO CEREALVITA CEREAIS E FRUTAS BANANA E MEL 230 G	67504	675
2040106P	INATIVO CEREALVITA CEREAIS E FRUTAS 230 G	67504	675
1020001	INATIVO GERMANI MASSA COM OVOS GRAVATINHA 16 X 500 G	70001	700
1020002	GERMANI MASSA COM OVOS CONCHINHA 20 X 500 G	70001	700
1020003	GERMANI MASSA COM OVOS ALFABETO 20 X 500 G	70001	700
1020004	GERMANI MASSA COM OVOS CARAMUJO 20 X 500 G	70001	700
1020005	GERMANI MASSA COM OVOS CABELO DE ANJO 24 X 500 G	70001	700
1020006	GERMANI MASSA COM OVOS TALHARIM MEDIO 24 X 500 G	70001	700
1020009	GERMANI MASSA COM OVOS LASANHA 10 X 500 G	70001	700
1020010	GERMANI MASSA COM OVOS MINI PARAFUSO 20 X 500 G	70001	700
1020193	GERMANI MASSA COM OVOS TALHARIM MEDIO 12 X 500 G	70001	700
1020194	GERMANI MASSA COM OVOS CABELO DE ANJO 12 X 500 G	70001	700
1020455	GERMANI MASSA COM OVOS PADRE NOSSO 20 X 500 G	70001	700
1020456	GERMANI MASSA COM OVOS NHOQUE 20 X 500 G	70001	700
1020462	GERMANI MASSA COM OVOS LINGUINE 20 X 500 G	70002	700
1021006	GERMANI MASSA SEM OVOS TALHARIM MEDIO 24 X 500 G	70001	700
1021193	GERMANI MASSA SEM OVOS TALHARIM MEDIO 12 X 500 G	70001	700
1022124	GERMANI MASSA COM VEGETAIS PARAFUSO 20 X 500 G	70003	700
1022130	GERMANI MASSA COM VEGETAIS PENNE 20 X 500 G	70003	700
1025007	INATIVO GERMANI MASSA CASEIRA TALHARIM LARGO 20 X 500 G	70001	700
1025008	INATIVO GERMANI MASSA CASEIRA TALHARIM ESTREITO 20 X 500 G	70001	700
1025518	GERMANI MASSA CASEIRA TALHARIM ESTREITO 20 X 500 G REV	70004	700
1025519	GERMANI MASSA CASEIRA TALHARIM LARGO 20 X 500 G REV	70004	700
1025520	GERMANI MASSA TALHARIM MEDIO COM OVOS 12 X 500 G REV	70004	700
1025521	GERMANI MASSA TALHARIM MEDIO COM OVOS 24 X 500 G REV	70004	700
1025522	GERMANI MASSA TALHARIM MEDIO SEM OVOS 12 X 500 G REV	70004	700
1025523	GERMANI MASSA TALHARIM MEDIO SEM OVOS 24 X 500 G REV	70004	700
1122129	COROA MASSA COM VEGETAIS FUSILLI 20 X 500 G	70003	700
1122130	COROA MASSA COM VEGETAIS PENNE 20 X 500 G	70003	700
1423644	DALLAS MASSA LASANHA PRE COZIDA INTEGRAL 2 X 12 X 200 G	70001	700
1002128	GERMANI BISCOITO RECHEADO SAPECA CHOCOLATE 30 X 120 G	72502	725
1002153	GERMANI BISCOITO RECHEADO SAPECA DOCE DE LEITE 30 X 120 G	72502	725
1002154	GERMANI BISCOITO RECHEADO SAPECA MORANGO 30 X 120 G	72502	725
1102028	INATIVO COROA WAFER MORANGO 30 X 110 G	72502	725
1102033	INATIVO COROA WAFER CHOCOLATE 30 X 110 G	72502	725
1102034	INATIVO COROA WAFER BLACK POWER 30 X 110 G	72502	725
1102035	COROA WAFER CHOCOLATE COM  COCO 30 X 110 G	72502	725
1402015	DALLAS BISCOITO AMANTEIGADO BANANA COM CANELA 30 X 100 G	72502	725
1402017	DALLAS BISCOITO RECHEADO CHOCOLATE COM AVELA 30 X 120 G	72502	725
1402018	DALLAS BISCOITO RECHEADO FRUTAS VERMELHAS 30 X 120 G	72502	725
1402020	DALLAS BISCOITO RECHEADO BLACK POWER 24 X 345 G	72502	725
1402021	DALLAS BISCOITO RECHEADO CHOCOLATE 24 X 345 G	72502	725
1402022	DALLAS BISCOITO RECHEADO MORANGO 24 X 345 G	72502	725
1402026	DALLAS BISCOITO RECHEADO BLACK POWER CHOCOLATE COM BAUNILHA 30 X 120 G	72502	725
1402028	DALLAS WAFER MORANGO 30 X 110 G	72502	725
1402031	DALLAS BISCOITO RECHEADO CHOCOLATE BRANCO 24 X 345 G	72502	725
1402033	DALLAS WAFER CHOCOLATE 30 X 110 G	72502	725
1402034	DALLAS WAFER BLACK 30 X 110 G	72502	725
1402035	DALLAS WAFER CHOCOLATE COCO 30 X 110 G	72502	725
1402036	DALLAS WAFER LIMAO 30 X 110 G	72502	725
1402037	DALLAS WAFER BRIGADEIRO 30 X 110 G	72502	725
1402038	DALLAS WAFER CHOCOLATE BRANCO 30 X 110 G	72502	725
1402039	DALLAS BISCOITO AMANTEIGADO COCO 20 X 290 G	72502	725
1402040	DALLAS BISCOITO AMANTEIGADO LEITE 20 X 290 G	72502	725
1402041	DALLAS BISCOITO AMANTEIGADO BANANA COM CANELA 20 X 290 G	72502	725
1402042	DALLAS BISCOITO AMANTEIGADO AVEIA E MEL 20 X 290 G	72502	725
1402043	DALLAS BISCOITO RECHEADO MOUSSE DE LIMAO 30 X 120 G	72502	725
1402044	DALLAS BISCOITO AMANTEIGADO CHOCOLATE 30 X 100 G	72502	725
1402045	DALLAS BISCOITO AMANTEIGADO LEITE 30 X 100 G	72502	725
1402046	DALLAS BISCOITO AMANTEIGADO LEITE COM GOTAS 30 X 100 G	72502	725
1402047	DALLAS BISCOITO AMANTEIGADO CHOCOLATE 20 X 290 G	72502	725
1402048	DALLAS BISCOITO AMANTEIGADO LEITE COM GOTAS 20 X 290 G	72502	725
1402049	DALLAS BISCOITO AMANTEIGADO AVEIA E MEL 30 X 100 G	72502	725
1402050	DALLAS BISCOITO AMANTEIGADO COCO 30 X 100 G	72502	725
1402142	INATIVO DALLAS BISCOITO WAFER BLACK POWER 30 X 110 G	72502	725
1404526	DALLAS BISCOITO AGUA E SAL 20 X 345G REVENDA	72504	725
1502019	PANTANITOS BISCOITO RECHEADO LEITE COM CHOCOLATE 30 X 130 G	72502	725
1502024	PANTANITOS BISCOITO RECHEADO CHOCOLATE COM CHOCOLATE 30 X 130 G	72502	725
1502025	PANTANITOS BISCOITO RECHEADO BLACK 30 X 130 G	72502	725
1502027	PANTANITOS BISCOITO RECHEADO CHOCOLATE COM MORANGO 30 X 130 G	72502	725
1502032	PANTANITOS BISCOITO RECHEADO CHOCOLATE COM COCO 30 X 130 G	72502	725
1602011	LEVIT BISCOITO MARIA CACAU INTEGRAL 20 X 345 G	72502	725
1602012	LEVIT BISCOITO MAIZENA INTEGRAL 20 X 345 G	72502	725
2102128	INATIVO YPIRANGA BISCOITO RECHEADO CHOCOLATE 30 X 120 G	72502	725
2102154	INATIVO YPIRANGA BISCOITO RECHEADO MORANGO 30 X 120 G	72502	725
2202128	INATIVO VITAL BISCOITO RECHEADO CHOCOLATE 30 X 120 G	72502	725
2202154	INATIVO VITAL BISCOITO RECHEADO MORANGO 30 X 120 G	72502	725
1443446	DALLAS MISTURA PARA BOLO SABOR CHOCOLATE 12 X 400 G REVENDA	73001	730
1443447	DALLAS MISTURA PARA BOLO SABOR COCO 12 X 400 G REVENDA	73001	730
1443448	DALLAS MISTURA PARA BOLO SABOR LARANJA 12 X 400 G REVENDA	73001	730
1443449	DALLAS MISTURA PARA BOLO SABOR BAUNILHA 12 X 400 G REVENDA	73001	730
1443450	DALLAS MISTURA PARA BOLO SABOR CENOURA 12 X 400 G REVENDA	73001	730
1443451	DALLAS MISTURA PARA BOLO SABOR LIMAO 12 X 400 G REVENDA	73001	730
1443452	DALLAS MISTURA PARA BOLO SABOR FUBA 12 X 400 G REVENDA	73001	730
1001054	INATIVO GERMANI BISCOITO CHAMPAGNE 12 X 150 G	75001	750
1103159	INATIVO COROA BISCOITO PALITINHO SAL 36 X 75 G	75003	750
1341088	INATIVO CORSETTI AMIDO DE MILHO 12 X 500 G	77502	775
1341089	INATIVO CORSETTI AMIDO DE MILHO 12 X 200 G	77502	775
1342101	INATIVO CORSETTI POLVILHO AZEDO 12 X 400 G	77503	775
1342102	INATIVO CORSETTI POLVILHO DOCE 12 X 400 G	77503	775
1443186	INATIVO DALLAS MISTURA PARA BOLO SABOR CHOCOLATE 12 X 400 G	77506	775
1443187	INATIVO DALLAS MISTURA PARA BOLO SABOR COCO 12 X 400 G	77506	775
1443188	INATIVO DALLAS MISTURA PARA BOLO SABOR LARANJA 12 X 400 G	77506	775
1443189	INATIVO DALLAS MISTURA PARA BOLO SABOR BAUNILHA 12 X 400 G	77506	775
1443190	INATIVO DALLAS MISTURA PARA BOLO SABOR CENOURA 12 X 400 G	77506	775
1443191	INATIVO DALLAS MISTURA PARA BOLO SABOR LIMAO 12 X 400 G	77506	775
1443192	INATIVO DALLAS MISTURA PARA BOLO FUBA 12 X 400 G	77506	775
1643183	INATIVO LEVIT MINI BOLO CASTANHA DO PARA 12 X 40 G	77506	775
1643184	INATIVO LEVIT MINI BOLO 7 GRAOS 12 X 40 G	77506	775
1643185	INATIVO LEVIT MINI BOLO CHOCOLATE COM RECHEIO DE  BAUNILHA 12 X 40 G	77506	775
1841081	INATIVO PERDIZ FARINHA DE MILHO ESPECIAL PARA POLENTA 12 X 500 G	77502	775
1841083	INATIVO PERDIZ FARINHA DE MILHO MEDIA 12 X 1 KG	77502	775
1841084	INATIVO PERDIZ FARINHA DE MILHO GROSSA 12 X 1 KG	77502	775
1841085	INATIVO PERDIZ FARINHA DE MILHO PRE COZIDA 12 X 1 KG	77502	775
1841087	INATIVO PERDIZ FARINHA DE MILHO MEDIA 12 X 500 G	77502	775
2040103	INATIVO CEREALVITA AVEIA CEREAIS FRUTAS LIGHT 12 X 230 G	77504	775
2040104	INATIVO CEREALVITA CEREAIS E FRUTAS CASTANHAS 12 X 230 G	77504	775
2040105	INATIVO CEREALVITA CEREAIS E FRUTAS BANANA E MEL 12 X 230 G	77504	775
2040106	INATIVO CEREALVITA CEREAIS E FRUTAS 12 X 230 G	77504	775
000001	PLUG MACHO 10 A COM PRENSA CABO	80002	800
000002	PLUG FEMEA 10 A COM PRENSA CABO	80002	800
000003	PLUG MACHO 20 A COM PRENSA CABO	80002	800
000004	PLUG FEMEA 20 A COM PRENSA CABO	80002	800
000005	CABO FLEX 16MM PRETO CORFIO	80002	800
000006	CABO FLEX 10MM AZUL CORFIO	80002	800
000007	CABO FLEX 10MM PRETO CORFIO	80002	800
000008	CABO FLEX 10MM VERDE CORFIO	80002	800
000009	QUADRO COMANDO 600X400X200 OPCAO	80002	800
000010	SECCIONADORA WEG TRIPOLAR ROT TOPO MSW80P 3H	80002	800
000011	DISJUNTOR TRIPOLAR WEG 80A	80002	800
000012	BOTAO DE EMERGENCIA 1NF VERMELHO COM TRAVA METALTEX	80002	800
000013	SELADOR ACRILICO CORAL 18L	80002	800
000014	BARRA ACO CARBONO 1.3/4 TREFILADO 1020	80002	800
000015	TINTA CORAL DECORA ALGODAO EGIPSIO FOSCO 16L	80002	800
000016	FORRO PVC 10CM BRANCO 8MM	80002	800
000017	CHAPA ACO CARBONO 1/4X1000X2000	80002	800
000018	BARRA ACO CARBONO 20MM TREFILADO 1020	80002	800
000019	PARAFUSO INOX CABEÇA ESCAREADA ALLEN M3X25	80002	800
000020	PORCA SEXTAVADA M3 INOX	80002	800
000021	GRAXA SPRAY CORRENTES MOLYSIL 300ML	80002	800
000022	CORREIA ARRASTE 61 DENTES T10 25MM LARGURA VM	80002	800
000023	TORNEIRA AUTOMATICA DOCOL	80002	800
000024	JUNTA DE FLUXO TROCADOR DE CALOR	80002	800
000025	PLACA TROCADOR DE CALOR INOX JCS20	80002	800
000026	JUNTA FINAL TROCADOR DE CALOR	80002	800
000027	UNIAO PNEUMATICO TEE 12MM METALWORK	80002	800
000028	COTOVELO GIRATORIO 1/4X12MM METALWORK	80002	800
000029	ROLAMENTO 6206ZZ NSK OU SKF	80002	800
000030	VENTOINHA MOTOR EBERLE MOD. 100 FG	80002	800
000031	ROLAMENTO 6204ZZ NSK OU SKF	80002	800
000032	ROLAMENTO 6205ZZ NSK OU SKF	80002	800
000033	VENTOINHA MOTOR WEG MOD. 90	80002	800
000034	DISJUNTOR 10A PRETO SOPRANO	80002	800
000035	BRITA 1	80002	800
000036	BOMBA AGUA MAZDA 2.2	80002	800
000037	ADITIVO PARA RADIADOR	80002	800
000038	AGUA DE BATERIA SEM ACIDO	80002	800
000039	AGUA DE BATERIA COM ACIDO	80002	800
000040	ESTANTE DE ACO	80002	800
000041	FILTRO DE AR 1/4	80002	800
000042	ROLAMENTO 2217K NSK OU SKF	80002	800
000043	BUCHA H317	80002	800
000044	CESTO EXPOSITOR	80002	800
000045	TINTA ESM BRIL BRANCO 3,6L CORAL	80002	800
000046	CARREGADOR	80002	800
000048	TESOURA	80006	800
000049	CANETA	80006	800
000050	CALCULADORA	80006	800
000051	CANETA MARCA TEXTO	80006	800
000052	CADERNO	80006	800
000056	GELO	80006	800
000057	REFLETOR LED 200W	80003	800
000058	TERMOMETRO DIGITAL	80002	800
000059	MANTA ASFALTICA	80002	800
000060	ARAME RECOZIDO	80002	800
000061	TEE MACHO HIDRAULICO M24	80002	800
000062	PANO COSTURADO	80002	800
000063	FUNDO NIVELADOR BRANCO 3,6L	80004	800
000064	TINTA ESMALTE SINTETICO BRANCO 3,6L	80004	800
000065	MANGUEIRA 5KV CINZA	80004	800
000066	LUVA ESGOTO 100MM	80004	800
000067	GRAXA AZUL FAG	80001	800
000068	MOTOBOMBA	80002	800
000069	MOLA DA ALAVANCA	80002	800
000070	PISTAO DE INJECAO	80002	800
000071	ESFERA DE ACO	80002	800
000072	MOTOR ELETRICO TRIFASICO	80002	800
000073	VERG CA60 5MM	80002	800
000074	VENTILADOR MOTOR	80002	800
000075	OLEO MOTOR	80002	800
000076	FILTRO OLEO DO MOTOR	80002	800
000077	BRONZINA DE BIELA	80002	800
000078	BRONZINA DE MANCAL	80002	800
000079	JUNTA CABECOTE	80002	800
000080	TOCHA MIG	80002	800
000081	JOELHO SOLDAVEL 25MM	80004	800
000082	LUVA SOLDAVEL 25MM	80004	800
000083	LUVA SOLDAVEL 32MM	80004	800
000084	ROLAMENTO Y205 V22 FRM	80002	800
000085	ROLAMENTO 6011ZZ NSK OU SKF	80002	800
000086	ROLAMENTO 6016ZZ NSK OU SKF	80002	800
000087	ROLAMENTO 6018ZZ NSK OU SKF	80002	800
000088	ROLAMENTO 6208ZZ NSK OU SKF	80002	800
000089	ROLAMENTO 6210ZZ NSK OU SKF	80002	800
000090	LAMINA SERRA MANUAL ARCO STARRETT	80002	800
000091	LIMA QUADRADA MURCA 10 POL	80002	800
000092	JOGO DE CHAVE TORX LONGA	80002	800
000093	ADESIVO INSTANTANEO 20G	80002	800
000094	CAP SOLDAVEL 25MM	80004	800
000095	ASSENTO SANITARIO	80004	800
000096	AREIA MEDIA	80004	800
000097	PO DE BRITA	80004	800
000098	CIMENTO 50KG	80004	800
000099	INVERSOR FREQUENCIA TRIFASICO 5CV 380V CFW300 WEG	80003	800
000100	CHAVE PARTIDA 5CV 380V	80003	800
000132	BROCA 2,00MM DORMER PONTA TITANIO	80002	800
000133	BROCA 2,50MM DORMER PONTA TITANIO	80002	800
000134	BROCA 3,30MM DORMER PONTA TITANIO	80002	800
000135	BROCA 3,90MM DORMER PONTA TITANIO	80002	800
000136	BROCA 3,25MM DORMER PONTA TITANIO	80002	800
000137	BROCA 4,00MM DORMER PONTA TITANIO	80002	800
000138	BROCA 4,50MM DORMER PONTA TITANIO	80002	800
000139	BROCA 5,00MM DORMER PONTA TITANIO	80002	800
000140	BROCA 5,50MM DORMER PONTA TITANIO	80002	800
000141	BROCA 3,50MM DORMER PONTA TITANIO	80002	800
000142	BROCA 6,00MM DORMER PONTA TITANIO	80002	800
000143	BROCA 6,50MM DORMER PONTA TITANIO	80002	800
000144	BROCA 7,00MM DORMER PONTA TITANIO	80002	800
000145	BROCA 7,50MM DORMER PONTA TITANIO	80002	800
000146	BROCA 8,00MM DORMER PONTA TITANIO	80002	800
000147	BROCA 8,50MM DORMER PONTA TITANIO	80002	800
000148	BROCA 9,00MM DORMER PONTA TITANIO	80002	800
000149	BROCA 9,50MM DORMER PONTA TITANIO	80002	800
000150	BROCA 10,00MM DORMER PONTA TITANIO	80002	800
000151	BROCA 10,50MM DORMER PONTA TITANIO	80002	800
000154	ETIQUETADORA CASIO KL-120	80005	800
000155	IMPRESSORA ARGOX OS 2140	80005	800
000156	NOBREAK SMS 600VA	80005	800
000157	COLETOR ZEBRA MC2200	80005	800
000158	NOBREAK WEG HOME 600VA	80005	800
000159	RELOGIO PONTO CONTROLID IDCLASS BIOPROX	80005	800
000160	NOBREAK WEG HOME 800VA	80005	800
000161	IMPRESSORA ARGOX OS 214 PLUS	80005	800
000162	ANEL ORING	80002	800
000163	CONTATOR SIEMENS OU WEG 24 VDC 25A	80003	800
000164	CONTATOR SIEMENS OU WEG 24 VDC 9A	80003	800
000165	RELE DE ESTADO SOLIDO 20A LOTI 125ZXF20	80003	800
000166	ELEMENTO DE CONTATO N.A METALTEX	80003	800
000167	ELEMENTO DE CONTATO N.F METALTEX	80003	800
000168	TEMPORIZADOR ALTRONIC TMF01	80003	800
000169	DISJUNTOR TRIPOLAR C10A WEG OU SIEMENS	80003	800
000170	DISJUNTOR TRIPOLAR C20 WEG OU SIEMENS	80003	800
000171	DISJUNTOR TRIPOLAR C40 A WEG OU SIEMENS	80003	800
000172	DISJUNTOR MONOPOLAR C10 A WEG OU SIEMENS	80003	800
000173	DISJUNTOR MONOPOLAR C20 A WEG OU SIEMENS	80003	800
000174	PLUG STECK FEMEA 16A 2P T6H	80003	800
000175	PLUG STECK MACHO 16A 2P T6H	80003	800
000176	PLUG STECK MACHO 16A 3P T6H	80003	800
000177	PLUG STECK FEMEA 16A 3P T6H	80003	800
000178	PLUG MONOFASICO COM PRENSA CABO MACHO 10A PEZZI	80003	800
000179	PLUG MONOFASICO COM PRENSA CABO FEMEA 10A PEZZI	80003	800
000180	PLUG MONOFASICO COM PRENSA CABO MACHO 20A PEZZI	80003	800
000181	PLUG MONOFASICO COM PRENSA CABO FEMEA  20A PEZZI	80003	800
000182	PLUG 16A 3P 9H STECK	80003	800
000183	PLUG 2P T 32A STECK	80003	800
000184	PLUG MACHO 32A 6H 2P STECK	80003	800
000185	PLUG MACHO 32A 6H 3P STECK	80003	800
000186	SENSOR CAPACITIVO M18 VDC SAIDA CONECTOR	80003	800
000187	SENSOR INDUTIVO PNP NA NF M18 SN 8MM 24VDC SAIDA CONECTOR	80003	800
000188	SENSOR INDUTIVO PNP NA NF M12 SN 8MM 24VDC SAIDA CONECTOR	80003	800
000189	SENSOR CAPACITIVO BALUFF BOSO1NY BLS 35K XX 1H S4 L	80003	800
000190	SENSOR REED BALLUFF BMF 307K R 02,5 BR	80003	800
000191	SENSOR CAPACITIVA IFM KI5002 KI 3015 BPKG NI	80003	800
000192	SENSOR DE SEGURANCA SHMERSAL BNS 3602ZL 5,0M	80003	800
000193	SENSOR FOTO ELETRICO DETECTOR DE MARCAS WENGLOR WM 03 PCT2	80003	800
000194	SENSOR DE PRESSAO ELETRONICO IFM PA 3026 9,6 32 VDC 4 20MA	80003	800
000195	SENSOR CONTRINEX DWAS623M12120	80003	800
000196	SENSOR SICK GRTE18S P2412	80003	800
000197	CABO PARA SENSOR COM PLUG FEMEA 2M	80003	800
000198	INVERSOR WEG CFW300 5CV 380V	80003	800
000199	RELE ACOPLADOR ELFATRONIC AFT 24 R01 RL	80003	800
000200	CONTROLADOR DE TEMPERATURA NOVUS N1040 24VDC	80003	800
000201	CONTROLADOR DE TEMPERATURA NOVUS N1040 240V	80003	800
000202	FITA RESISTENCIA DS 3,00 X0,30	80003	800
000203	REFLETOR PROJETOR LED 50W	80003	800
000204	PAINEL LED 40W SOBREPOR 6500K	80003	800
000205	LAMPADA 15W BULGO 6500K	80003	800
000206	BOIA DE NIVEL ELETRONICA	80003	800
000207	BOTAO DE EMERGENCIA WEG OU SIEMENS  3SB6130-1HB20-1CAO	80003	800
000208	RELE DE SEGURANCA WEG PARDA EMERGENCIA CPW22	80003	800
000209	FOTO CELULA RELE FOTO ELETRICO COM BASE	80003	800
000210	CHAVE SELETORA MANOPLA METALTEX P205CR2 B 1A	80003	800
000211	CHAVE SELETORA MANOPLA METALTEX P205CR4 B 2A	80003	800
000212	BOBINA DE SOLENOIDE 24 VDC METAL WORK	80003	800
000213	VENTILADOR DE PAINEL E18NY VENTISILVA	80003	800
000214	SOQUETE CEBOLINA	80003	800
000215	FONTE ALIMENTACAO 24V 5A	80003	800
000216	BARRA DE CONECTOR SINDAL 6MM	80003	800
000217	CINTA PLASTICA PRETA T80	80003	800
000218	TOMADA SOPREPOR LIZ FLEX TRAMONTINA	80003	800
000219	SENSOR DE BARREIRA ONRON FOTOELETRICO E3ZT61	80003	800
000220	CABO SENSOR OMRON FOTOELETRICO E3Z T61 2 METROS	80003	800
000221	CABO SENSOR ONROM FOTOELETRICO E3Z T61 5 METROS	80003	800
000222	CELULA CARGA BERMAN LOAD BSPH10 200KG	80003	800
000223	CELULA DE CARGA HBMPW6N 10KG 300R2GJ	80003	800
000224	CELULA DE CARGA AEPH SBK 500KG	80003	800
000225	SENSOR INDUTIVO  M30 PNP 24 VDC FACEADO SAIDA CONECTOR NA + NF SN 15MM IME 3020NP5ZCOK SICK	80003	800
000226	CHAVE DE PARTIDA DIRETA 5CV 380V WEG OU SIEMENS	80003	800
000227	SENSOR SICK VSE 180 2P 42432	80003	800
000228	CABECA DE IMPRESSAO DOMINO 32 MM CABECA IMPRESSOS 6230 VIDEOJET 32MM 203 DPI	80003	800
000279	RESISTENCIA 3/8X380MM 550WX230V 500MM CABO SILICONE	80003	800
000280	RESISTENCIA 3/8X345MM 600W 230V 500MM CABO SOLICONE	80003	800
000281	RESISTENCIA 1/2X340MM 250W 230V 300MM CABO SILICONE	80003	800
000282	RESISTENCIA 1/4X320 600W 230V 300MM CABO SILICONE	80003	800
000283	TERMOPAR 3/16X50MM 300MM CABO SILICONE	80003	800
000284	RESISTENCIA 8X420MM 500W 230V 300MM CABO SILICONE	80003	800
000285	RESISTENCIA 8X265MM 500W 230V 300MM CABO SILICONE	80003	800
000286	RESISTENCIA 8X290 500W 230V 1000MM CABO SILICONE	80003	800
000287	RESISTENCIA 8X380MM 500W 230V 500MM CABO SILICONE	80003	800
000288	RESISTENCIA 8X340 500W 230V 500MM CABO SILICONE	80003	800
000289	TERMOPAR TIPO J 3/16 130MM 1000MM CABO SILICONE	80003	800
000290	TERMOPAR TIPO J 3/16 190MM 500MM CABO SILICONE	80003	800
000291	RESISTENCIA 8X290MM 500W 230V 100MM CABO SILICONE	80003	800
000292	RESISTENCIA TIPO CARTUCHO 8,0X200MM 500W 220V 500M CABO SILICONE	80003	800
000293	RESISTENCIA 8X230MM 500W 230V 200MM CABO SILICONE	80003	800
000294	RESISTENCIA 3/8 120MM 300W 230V 500MM CABO SILICONE	80003	800
000295	TERMOPAR 3/16X70MM 900MM CABO PT100 CABO SILICONE	80003	800
000296	RESISTENCIA 3/8X345MM 600W 230V 500MM CABO SILICONE	80003	800
000297	RESISTENCIA TIPO DISCO 400W 230V 120MM	80003	800
000298	TERMOPAR TIPO J 5X20 500MM CABO SILICONE	80003	800
000299	RESISTENCIA 3/8X190MM 350W 230V 500MM CABO SILICONE	80003	800
000300	RESISTENCIA 5/16X265MM 500W 220V 300MM CABO SILICONE	80003	800
000301	RESISTENCIA 5/16X420MM 300MM 1200W 220V CABO SILICONE	80003	800
000302	TERMOPAR TIPO J 4X50MM 500MM CABO SILICONE	80003	800
000303	RESISTENCIA 7.8X50MM 100W 230V 300MM CABO SILICONE	80003	800
000304	TERMOPAR TIPO J 3/16 X 35MM 300MM CABO SILICONE	80003	800
000305	RESISTENCIA 8X65 130W 230V 300MM CABO SILICONE	80003	800
000306	RESISTENCIA 10X50 120W 230V 300MM CABO SILICONE	80003	800
000307	TERMOPAR 5X20MM 500MM CABO SILICONE	80003	800
